Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners,Time to Activation
Region C,Country 16,2021-11-09,0016R0000375nGr,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nGS,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ngu,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ngV,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ngz,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nH1,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nH2,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nh4,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nH6,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nH7,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nh9,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhA,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nHa,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhd,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhE,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nHf,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nHG,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhi,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhJ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nHk,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nHL,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nHM,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhn,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhO,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nHQ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhs,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhT,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nHu,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhU,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhV,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhx,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhY,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nhy,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ni2,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nI4,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nI5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ni7,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nib,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niC,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nId,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nIE,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nIe,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nIf,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nig,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niH,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nIi,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nil,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niM,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niN,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nIO,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niq,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niR,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nIT,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niv,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niw,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375niW,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nIx,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nj0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nj1,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJ2,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJ3,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nj5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJ7,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njA,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njB,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJb,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJC,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nje,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njF,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJg,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJh,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJH,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJI,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njj,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njK,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJl,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJM,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njo,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njP,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJq,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJR,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJr,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJS,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJs,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njt,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njU,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nJW,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njy,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375njZ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nK0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nk3,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nK5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nk8,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKa,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKA,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkc,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkD,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKe,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKF,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkh,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkI,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKj,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKK,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKL,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKM,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkm,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkN,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKo,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKP,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkr,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkS,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nks,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkT,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKt,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkU,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKU,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkw,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nkX,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKy,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nKZ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nl1,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nL3,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nL4,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nl6,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nL8,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nL9,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nla,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlB,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLc,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLD,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLd,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlf,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlG,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLh,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region A,Country 21,2021-11-12,0016R0000375nLI,Onboarding,,Basic,,1.3,
Region C,Country 16,2021-11-09,0016R0000375nlk,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlL,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLm,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlM,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLN,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLn,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlp,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlQ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlq,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLr,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLS,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLT,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlu,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlV,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLw,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLX,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLY,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nlz,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nLZ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nM1,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nm4,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nM6,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nm9,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMa,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMB,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMC,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmd,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmE,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 3,2021-11-09,0016R0000375nMf,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMG,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmi,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmJ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMk,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nML,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmn,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmO,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMp,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMQ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nms,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmT,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMu,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMV,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmx,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nmY,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nMz,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nN0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nn2,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nN4,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nN5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nN6,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nn7,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nN9,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnb,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnC,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNd,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNE,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nng,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnH,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNi,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNj,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNJ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNK,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnl,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnM,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNn,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNo,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNO,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnq,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnR,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNs,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNT,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnv,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nnW,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNx,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nNY,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375no0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nO2,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375no5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nO7,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nO8,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375noA,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOb,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOC,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375noe,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOg,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOH,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region A,Country 21,2021-11-10,0016R0000375nOI,Paused,,Basic,,1.3,
Region C,Country 16,2021-11-09,0016R0000375noK,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOl,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOM,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOR,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOv,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nOW,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375noZ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nP0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region A,Country 13,2021-11-10,0016R0000375np3,Active,2021-11-18,Basic,2021-11-17,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nP5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
